date,relative_dates,year_month,stars,review
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,Gut und grosse
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,Super!!
2 Jahren,2021-01-31 22:11:42.296076,01/2021,1,"unübersichtlich,  scheues Personal"
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,Alles für Heimwerken da nette Personal
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,1,Absolut keine Ahnung vom Aquaristik. Sie verkaufen einem keine Fische obwohl ich mich mit Fischen sehr gut auskenne wollen sie mir erklären das ich keine verschiedenen Fischen miteinander setzen kann. Nicht mal die namen der Fische können sie aussprechen. Die Mitarbeiterin gibt selber zu dass sie sich mit Fischen nicht auskennt und verkauft mir als erfahrene Fischliebhaber keine Fische.Katastrophe.
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,4,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,Tolle Beratung
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,1,"Unfreundliches Personal, nie das richtige was man braucht da von allem etwas da ist aber nichts spezifisches lieber gleich ins Bauhaus"
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,(Übersetzt von Google) Tolles Personal!(Original)Отличный персонал!
2 Jahren,2021-01-31 22:11:42.296076,01/2021,2,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,4,Ausstattung und Preis ok.Aber Personal stark unterbesetzt.
2 Jahren,2021-01-31 22:11:42.296076,01/2021,4,Was man erwartet..
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,"Sieht ein wenig chaotisch aus, aber beim Hornbach bekommt mann alles was man braucht..."
2 Jahren,2021-01-31 22:11:42.296076,01/2021,4,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,"Freundliche Beratung,tolle Auswahl"
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,4,Habe das gefunden was ich brauchte..cool immer wieder gerne
2 Jahren,2021-01-31 22:11:42.296076,01/2021,4,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,Empfehlenswert
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,3,Etwas unübersichtlich angeordnet. Angestellte teilweise unfreundlich. Parkmöglichkeit nicht optimal.
2 Jahren,2021-01-31 22:11:42.296076,01/2021,4,"Habe in der Farbenabteilung, bei Herrn A.Steimer eingekauft. Absolut tolle und kompetente Beratung. Bin begeistert!!"
2 Jahren,2021-01-31 22:11:42.296076,01/2021,3,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,1,Unfreundlicher Service
2 Jahren,2021-01-31 22:11:42.296076,01/2021,4,"Hier findet man meistens etwas, zu dieser Zeit sind alle Obst und sonstige Gehölze 50% reduziert. Fachkundiges Personal und freundlich."
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,4,Gutes Preis Leistungs Verhältnis.Personell etwas unterbesetzt.Wer im Markt anrufen möchte braucht es gar nicht erst versuchen.Bis ich einen Kontakt hatte musste ich jedesmal rund 20 Versuche starten.
2 Jahren,2021-01-31 22:11:42.296076,01/2021,2,"Etwas chaotisch, alles zu gestellt man kommt nirgends richtig hin"
2 Jahren,2021-01-31 22:11:42.296076,01/2021,4,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,4,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,Nette Kassiererin
2 Jahren,2021-01-31 22:11:42.296076,01/2021,4,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,4,Nicht die beste Beratung.
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,2,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,Günstiger Baumarkt .
2 Jahren,2021-01-31 22:11:42.296076,01/2021,4,Diesesmal sehr freundliche und hilfsbereite Dame an der Info. Umtausch ohne Probleme.
2 Jahren,2021-01-31 22:11:42.296076,01/2021,2,"SB Kassen! Wann lerner die Verantwortlichen, dass dies bei einem Baumarkt eher nicht gut ankommt.Es gibt wenigstens noch eine normale Kasse (an welcher die Leute Schlange  stehen)."
2 Jahren,2021-01-31 22:11:42.296076,01/2021,4,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,2,Staubig und teuer
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,3,"Große Auswahl, aber teilweise chaotische Anordnung der Waren."
2 Jahren,2021-01-31 22:11:42.296076,01/2021,4,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,Einer der besten baumärkte in der Umgebung
2 Jahren,2021-01-31 22:11:42.296076,01/2021,4,Mehr asortyment bitte
2 Jahren,2021-01-31 22:11:42.296076,01/2021,3,Zu wenig Personal!
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,4,👍👍
2 Jahren,2021-01-31 22:11:42.296076,01/2021,1,"Der Hornbach in Rottweil war mal gut. Betonung liegt auf ""war"".Wollte neuen Akkuschrauber kaufen, das Sortiment ist aber dort sowas von unaufgeräumt und durcheinander, man findet nix, nebenbei ist alles sehr staubig und schmutzig. Die Mitarbeiter sind sehr genervt und unfreundlich, wissen über ihr Sortiment auch nicht bescheid. Dann muss ich wohl zur Konkurrenz. SCHADE!!!"
2 Jahren,2021-01-31 22:11:42.296076,01/2021,3,"Gutes Sortiment. Leider personell, wie überall, unterbewertet."
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,1,"Respektloses weibliches Kassenpersonal, beleidigt grundlos Kunden...."
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,Hilfsbereites Personal
2 Jahren,2021-01-31 22:11:42.296076,01/2021,3,"Leider keine verschiedenfarbigen 4mm^2 Leitungen und passende 6,3mm Flachstecker für Kfz."
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,4,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,"Mitarbeiter sind oft schwer zu finden, aber ansonsten sehr guter Baumarkt. Besonders die Website ist sehr gut, auf der man das aktuelle sortiment vor Ort einsehen kann."
2 Jahren,2021-01-31 22:11:42.296076,01/2021,5,Immer freundlich  und tolle Beratung.  Preis Leistung ist auch gut
2 Jahren,2021-01-31 22:11:42.296076,01/2021,1,Der Baumarkt wirkt schon von außen sehr unaufgeräumt. Dies wieder spiegelt sich auch innen.Paletten und Ware steht unsortiert auf dem Hof. In den Gängen ist es das gleiche die Ware ist sehr schlecht sortiert oder steht lieblos irgendwo rum. Im Vergleich zu Mitbewerbern ist Horbach Rottweil bei weitem abgeschlagen.Am besten ist wenn man die Ware aus dem Regal nehmen (sofern man diese findet) kann und wieder geht.Reservieren und abholen eine totale Katastrophe (2x versucht) die Ware wird trotz Rücklage nicht gefunden.Wartezeit über 60min!!!Die Mitarbeiter bei der Abholung sind mit ihrem Job total überfordert desweiteren extrem unfreundlich.
2 Jahren,2021-01-31 22:11:42.296076,01/2021,1,"Unfreundlicher Service, null Kulanz"
2 Jahren,2021-01-31 22:11:42.296076,01/2021,4,Nicht immer der günstigste Baumarkt in der Umgebung aber dafür freundliches Personal und ein sehr großes Sortiment.
2 Jahren,2021-01-31 22:11:42.296076,01/2021,4,"Gut sortierter Baumarkt, selten etwas nicht bekommen"
2 Jahren,2021-01-31 22:11:42.296076,01/2021,3,Leider nichts gefunden..
2 Jahren,2021-01-31 22:11:42.296076,01/2021,4,
2 Jahren,2021-01-31 22:11:42.296076,01/2021,3,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,(Übersetzt von Google) Schön(Original)Bellissimo
2 Jahren,2021-01-31 22:11:42.297086,01/2021,3,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,1,"Beratung unter aller Sau, wollten unsere Werkstatt neu einrichten und der Berater ist einfach weggelaufen nachdem jemand angerufen hatte, 40minuten wartezeit kam keiner. Da kauf ich lieber online. Selbst nach fragen wie welche materialien geschnitten werden können an der Maschine konnte er trotz Handbuch nicht beantworten.Andere berater waren keine in sicht. Ich komme nie wieder!"
2 Jahren,2021-01-31 22:11:42.297086,01/2021,1,"Absolute Katastrophe,  verkaufen Wagner Sprühgeräte die nach 12 Quadratmeter kaputt gehen und beschuldigen den Kunden das Er den falschen Lack verwendet hat obwohl der Hersteller den Lack in der Bedienungsanleitung als funktionierend erwähnt und sogar den Fehler beschreibt den das Gerät aufwies. Darüber hinaus wird eine Ausführliche konstruktive Bewertung gelöscht und man ist absolut nicht interessiert mit dem Kunden eine Lösung zu finden. Finger weg von diesem Baumarkt wie diesen Farbsprühern die mehr Arbeit machen wie Entlastung bringen. Einfach nur Danke für nichts ! Gott sei Dank gibt es Alternativen..."
2 Jahren,2021-01-31 22:11:42.297086,01/2021,1,Unmotivierte und nicht vorhandene Mitarbeiter. Ans Telefon geht keiner. Und wenn man Jemanden was fragen will werden die Augen gerollt und geschnauft.
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,1,Unfreundlichen Personal
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,1,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,Sehr unkomplizierte und freundliche Mitarbeiter.
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,"Günstigste Möglichkeit für uns, an Leimholzplatten Fichte in der Größe 2000x600x18 zu kommen :)"
2 Jahren,2021-01-31 22:11:42.297086,01/2021,3,"Ich hatte das Gefühl, dass die Mitarbeiter vor mir geflohen sind, weil ich einige Fragen hatte und deshalb mehrmals auf sie zukommen musste..."
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,"Guter Baumarkt. Es ist jedoch ein ""kleiner"" Hornbach mit eingeschränktem Sortiment."
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,3,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,3,Kein Personal für Fragen....
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,"Gute,Auswahl"
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,Riesen Angebot Freundliche mitarbeiter und sauber
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,2,Sie haben Kunstblumen mit Nadeln in meinen Kaktus gesteckt. Unglaublich wie hier mit Pflanzen umgegangen wird. Nächstes Mal kaufe ich lieber wieder beim Florist
2 Jahren,2021-01-31 22:11:42.297086,01/2021,1,Einmal und nie wieder...
2 Jahren,2021-01-31 22:11:42.297086,01/2021,1,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,"Großer Baufachmarkt, viel Auswahl in allen Bereichen."
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,Brauchte eine Beleuchtung für ein Aquarium. Die Beratung war sehr kompetent und beinhaltete sogar den Zusammenbau von der LED Ersatzröhre. Herzlichen Dank!
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,3,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,"Tolle Mitarbeiter,  leider ständig unterbesetzt."
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,1,Telefonisch zu keiner Uhrzeit erreichbar. 20x angerufen. Ungenügend
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,Jede Meister finde hier alles.
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,2,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,Gut
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,Wurde gut beraten hab alles gefunden riesen Auswahl
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,3,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,3,Wenig Parkplätze
2 Jahren,2021-01-31 22:11:42.297086,01/2021,2,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,2,Wäre war nicht vorrätig
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,Gut
2 Jahren,2021-01-31 22:11:42.297086,01/2021,2,Personal ist selten zu finden. Manche sind recht pampig.
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,Gute Auswahl und sehr freundliches Personal.
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,1,"Das Sortiment ist zwar gut, aber...Auf das Personal wird gesch***en, wird behandelt die Dreck.Nichts ändert sich, auch wenn sie psychisch kaputt gehen oder zusammenbrechen.Eindeutig unterbesetzt für zu viel Kunden...!!!"
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,"Gute Preise. Sehr übersichtlich, falls man doch nicht zurechtkommt hilft freundliches Personal."
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,Erfüllt die Erwartungen
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,"Ich habe diesen Montag (22.06.2020) einen Anhänger hier gekauft, an der Info nachgefragt und wurde die die Baustoffabteilung geschickt. Hier war ein super netter Mann, zur Beratung, zu finden, er hat sich viel Zeit genommen für mich und konnte alle meine Fragen beantworten.Ich kann über diesen Baumarkt nur positives berichten.PS: Freue mich schon darauf den Anhänger nächste Woche abzuholen."
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,2,Preis leistungsverhältnis Furchtbar personal unfreundlich
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,1,Sehr unfreundlich am Telefon. Ich soll im Internet schauen und nicht anrufen. Telefonieren wird wohl als Belästigung aufgenommen.
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,1,"Das war das letzte Mal beim HornbachOb unmotivierte, unfreundliche Mitarbeiter,  quer auf Parkplätzen abgestellten Paletten, zu enge Parkplätze, minderwertige Holzwaren (krumme und teilweise Gespaltene Zaunpfosten,zugestellte Gänge, durchnässte Porenbetonsteine, Unordnung in Regalen oder falsch einsortierte Ware bis zu Waren, die laut Internet verfügbar sind und dann doch nicht vorhanden sind (oder einfach nicht gefunden werden) kann man hier allerhand erleben. Nahezu bei jedem Einkauf geht irgendwas schief. Das war definitiv mein letzter Besuch. Der Markt profitiert anscheinend von seiner Lage. Andere Baumärkte sind nicht weit entfernt und bieten mehr Service und Beratung fürs Geld."
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,3,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,3,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,1,"Telefonische Erreichbarkeit ist mangelhaft. Mehrfach durchgeklingelt, kein Rufannahme im Service, macht mal eine Warteschleife..."
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,3,..nur Teilsortiment
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,3,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,Top(Übersetzt von Google)oben
2 Jahren,2021-01-31 22:11:42.297086,01/2021,1,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,(Übersetzt von Google) Schön(Original)جميل
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,"Gute Preise, gute Auswahl"
2 Jahren,2021-01-31 22:11:42.297086,01/2021,3,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,1,Schlimmer gehts nimmer. Onlinebestellung bestätigt und dann war sie trotzdem nicht da. Weder telef. noch per Mail informiert worden. Dann muss man halt wieder bei Amazon bestellen. Müller.
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,"Der beste Baumarkt ( Sortiment, Auswahl, Personal ) im Großraum RW / VS."
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,"Parken mit Anhänger ist Übel, sonst top Laden"
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,Ist auch mit Maultäschle angenehm😄
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,2,Leider sehr unmotiviertes Personal. Man wird nicht beachtet.
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,1,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,3,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,3,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,Habe schöne Blumen  gekauft
2 Jahren,2021-01-31 22:11:42.297086,01/2021,3,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,3,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,2,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,3,"Markt ist OK. Der Herr in der Fachabteilung war sehr kompetent.Die Dame an der Information: unfreundlich und unmotiviert. Diese verwies mich mit der Aussage ""da bin ich ja ewig dran"" in die Fachabteilung. Wort und Tonwahl waren sehr daneben."
2 Jahren,2021-01-31 22:11:42.297086,01/2021,3,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,3,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.297086,01/2021,1,Man darf nicht mal mehr mit Kindern rein weil sie jetzt total spinnenGott sei Dank gibt es noch andere Bauhäuser wo kinder trotz corona willkommen sind....
2 Jahren,2021-01-31 22:11:42.297086,01/2021,4,Gut sortierter Baumarkt. Die Preise sind o.k.  Das Personal ist freundlich aber zum Teil nicht gerade kompetent.
2 Jahren,2021-01-31 22:11:42.297086,01/2021,1,"Wer in diesem Laden schnell was kaufen will hat leider verloren... wir wollten zu ein paar einfachen Türbeschlägen einen Preis wissen. Dazu sind wir - sage und schreibe - von drei Mitarbeitern weitergeschickt worden, um am Ende ohne was zu kaufen wieder zu gehen. Keiner wusste irgend etwas und man hat Wartezeiten dass man Hunger, Durst und Harndrang bekommt. Dann fahr ich lieber ein Stückchen weiter in einen anderen Baumarkt, da spart man Zeit und Nerven. Leider war dieses Erlebnis auch kein Einzelfall deshalb von mir eigentlich 0 Sterne."
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,"Ich habe eine Säge online gekauft über Paypal war sehr zufrieden. Kam auch an dem Tag pünktlich an. Wir sind jetzt nach 9 Monaten wieder in Hornbach gegangen, da merkte man dass das Personal nicht mehr so freundlich ist und Hilfsbereit. Dass ist echt schade."
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,1,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,3,"Die Auswahl und das Sortiment sind wirklich  gut.  Man bekommt was man braucht. Was leider garnicht geht,  ist ein Großteil des Personals. Da kommen schonmal so Sprüche wie: ""Oh nein, schonwieder Kundschaft"". Aber gut, wer will schon im Baumarkt arbeiten ? Es gibt aber auch nette und kompetente Leute, leider nur zu wenig...."
2 Jahren,2021-01-31 22:11:42.298086,01/2021,2,Unfreundliches Personal im Farben Bereich. Und unfreundliches personal im Garten Bereich diskutiert und brüllt den Kunden an. Das erste und letzte mal.
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,Super
2 Jahren,2021-01-31 22:11:42.298086,01/2021,2,Unzufrieden da man als KUNDE rest einmal als DIEB eingestuft wird
2 Jahren,2021-01-31 22:11:42.298086,01/2021,3,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,1,Absoluter Drecksladen
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,Gute auswahl niedrege preise
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,3,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,3,Manches Personal etwas launisch
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,"gute Auswahl, schnell das gesuchte gefunden"
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,1,"So eine liederlichen Laden habe ich noch nie erlebt. An jeder Ecke steht etwas herum,alles ist eng aneinander gereiht. Ich suchte etwas aber habe meine Suche abgebrochen denn sowas ist wirklich eine Reizüberflutung."
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,4,Habe alles bekommen was ich gebraucht habe
2 Jahren,2021-01-31 22:11:42.298086,01/2021,1,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,(Übersetzt von Google) Toller Shop und tolle Auswahl(Original)Превосходный магазин и большой выбор
2 Jahren,2021-01-31 22:11:42.298086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,3,"Das Angebot ist gering, oft sind die Regale nicht nachgefüllt. Die meisten Mitarbeiter sind sehr Hilfsbereit, ein paar wenige kennen ihr eigenes Angebot nicht.Es gibt automatische Kasse, diese sind genau dann geschlossen, wenn viel los ist.Die Qualität des Holz ist grenzwertig.Wer sich dort einen Strahler oder eine Spotlampe kaufen möchte, sollte seine Sonnenbrille mitbringen, denn sie scheinen genau in den Augen.Es gibt keine Angebote für regelmäßige Kunden, die Preisgarantie ist ein Mythos.Hier gibt es sehr viel Luft nach oben in Sachen Verbesserung.Warum 3 Sterne? Es gibt viel Gutes, aber das Schlechte stört zu sehr."
2 Jahren,2021-01-31 22:11:42.298086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,3,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,Top Baumarkt hat alles was das Heimwerkerherz höher schlagen lässt nette Beratung und Service
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,"Hier finden Sie alles, was Sie suchen"
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,4,Baumarkt Mitarbeiter suchen finden ist schwierig
2 Jahren,2021-01-31 22:11:42.298086,01/2021,3,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,1,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,3,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,3,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,3,"Unfreundliche Mitarbeiter,wenn man Fragen hat heißt es nur ich habe keine Zeit,man wird von einem,zum anderen Mitarbeiter geschickt.Dieses Bauhaus ist nicht zum empfehlen."
2 Jahren,2021-01-31 22:11:42.298086,01/2021,4,Zumeist der günstigste Baumarkt der Gegend
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,"Die Mitarbeiter sind sehr freundlich und kompetent in der Beratung, wir gehen gerne hier her zum Einkaufen wenn wir etwas für Haus und Garten benötigen."
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,4,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,3,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,
2 Jahren,2021-01-31 22:11:42.298086,01/2021,5,
